WOC Score,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
78.58,DXCM,"DexCom, Inc.",1.7,3,1,1,11,DXCM,"DexCom, Inc.",34.23,Buy
78.58,NTNX,"Nutanix, Inc.",2.2,3,2,1,17,NTNX,"Nutanix, Inc.",26.49,Buy
78.56,KLIC,"Kulicke and Soffa Industries, Inc.",2,3,2,1,4,KLIC,"Kulicke and Soffa Industries, Inc.",19.94,Buy
78.56,TX,Ternium S.A.,2.1,1,2,6,5,TX,Ternium S.A.,0.53,Buy
78.54,TFX,Teleflex Incorporated,1.9,2,2,6,3,TFX,Teleflex Incorporated,7.09,Buy
78.48,ON,ON Semiconductor Corporation,2,3,2,1,4,ON,ON Semiconductor Corporation,19.36,Buy
78.47,USCR,"U S Concrete, Inc.",1.3,3,1,2,5,USCR,"U S Concrete, Inc.",8.47,Buy
78.46,PZZA,"Papa John&#39;s International, Inc.",2,3,2,1,5,PZZA,"Papa John&#39;s International, Inc.",25.89,Buy
78.45,SAVE,"Spirit Airlines, Inc.",2,3,2,1.7,6,SAVE,"Spirit Airlines, Inc.",68.72,Buy
78.44,OZRK,Bank of the Ozarks,1.7,4,2,1,4,OZRK,Bank of the Ozarks,36.56,Buy
78.44,PH,Parker-Hannifin Corporation,2,2,2,6,3,PH,Parker-Hannifin Corporation,8.95,Buy
78.42,ROG,Rogers Corporation,1.8,3,1,6,3,ROG,Rogers Corporation,3.85,Buy
78.41,PTLA,"Portola Pharmaceuticals, Inc.",1.7,2,1,1,11,PTLA,"Portola Pharmaceuticals, Inc.",8.06,Buy
78.38,TSS,"Total System Services, Inc.",2.2,2,2,6,1,TSS,"Total System Services, Inc.",0.3,Buy
78.35,MPLX,MPLX LP,1.7,3,1,6,6,MPLX,MPLX LP,20.93,Buy
78.35,TRQ,Turquoise Hill Resources Ltd.,3,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,48.46,Buy
78.34,UAL,"United Continental Holdings, Inc.",2.2,2,2,6,5,UAL,"United Continental Holdings, Inc.",26.69,Buy
78.33,CNS,Cohen & Steers Inc,2.5,1,2,6,4,CNS,Cohen & Steers Inc,2.47,Buy
78.31,BDX,"Becton, Dickinson and Company",1.9,2,2,6,2,BDX,"Becton, Dickinson and Company",-0.98,Buy
78.31,QUOT,Quotient Technology Inc.,1.3,3,1,6,10,QUOT,Quotient Technology Inc.,37.34,Buy
78.3,CHFC,Chemical Financial Corporation,1.9,3,1,2.3,3,CHFC,Chemical Financial Corporation,16.42,Buy
78.25,ORCL,Oracle Corporation,2.1,2,2,6,3,ORCL,Oracle Corporation,10.34,Buy
78.21,BMCH,"BMC Stock Holdings, Inc.",1.7,3,1,1,8,BMCH,"BMC Stock Holdings, Inc.",11.62,Buy
78.19,ATO,Atmos Energy Corporation,2.3,2,2,6,1,ATO,Atmos Energy Corporation,1.65,Buy
78.17,LAUR,"Laureate Education, Inc.",1.9,3,2,1,17,LAUR,"Laureate Education, Inc.",16.49,Buy
78.16,MDLZ,"Mondelez International, Inc.",2,3,1,1.6,5,MDLZ,"Mondelez International, Inc.",13.82,Buy
78.13,MNST,Monster Beverage Corporation,2,2,2,1.4,5,MNST,Monster Beverage Corporation,8.59,Buy
78.12,WDC,Western Digital Corporation,1.9,4,1,1.4,6,WDC,Western Digital Corporation,37.7,Buy
78.11,TJX,"TJX Companies, Inc. (The)",2.1,3,1,6,5,TJX,"TJX Companies, Inc. (The)",22.84,Buy
78.04,SHOO,"Steven Madden, Ltd.",2.3,2,2,1,4,SHOO,"Steven Madden, Ltd.",-1.2,Buy
78.02,EXPE,"Expedia, Inc.",2,2,2,1.1,5,EXPE,"Expedia, Inc.",0.31,Buy
78.01,TREE,"LendingTree, Inc.",1.4,3,1,1.2,5,TREE,"LendingTree, Inc.",-12.26,Buy
77.97,TTEK,"Tetra Tech, Inc.",2.2,3,2,1.4,1,TTEK,"Tetra Tech, Inc.",10.76,Buy
77.94,BIO,"Bio-Rad Laboratories, Inc.",1.5,3,1,6,5,BIO,"Bio-Rad Laboratories, Inc.",6.83,Buy
77.92,BIG,"Big Lots, Inc.",2.1,2,2,6,4,BIG,"Big Lots, Inc.",15.01,Buy
77.89,TWOU,"2U, Inc.",1.4,3,1,1,8,TWOU,"2U, Inc.",1.88,Buy
77.89,GGAL,Grupo Financiero Galicia S.A.,2.6,1,2,3,3,GGAL,Grupo Financiero Galicia S.A.,23.54,Buy
77.88,AMED,Amedisys Inc,2.4,2,2,2.3,5,AMED,Amedisys Inc,39.31,Buy
77.84,HZNP,Horizon Pharma plc,1.8,3,1,1,11,HZNP,Horizon Pharma plc,31.58,Buy
77.83,EXLS,"ExlService Holdings, Inc.",1.9,3,2,1,2,EXLS,"ExlService Holdings, Inc.",-1.04,Buy
77.83,AMT,American Tower Corporation (REIT),1.7,3,1,6,4,AMT,American Tower Corporation (REIT),4.45,Buy
77.83,ESNT,Essent Group Ltd.,2.4,2,2,6,2,ESNT,Essent Group Ltd.,8.67,Buy
77.76,ESPR,"Esperion Therapeutics, Inc.",2.2,3,2,1,17,ESPR,"Esperion Therapeutics, Inc.",21.56,Buy
77.71,ACHC,"Acadia Healthcare Company, Inc.",1.8,2,1,1.5,8,ACHC,"Acadia Healthcare Company, Inc.",-1.89,Buy
77.68,BAK,Braskem S.A.,2,1,2,6,8,BAK,Braskem S.A.,12.76,Buy
77.65,STBZ,State Bank Financial Corporation.,2.4,1,2,1,2,STBZ,State Bank Financial Corporation.,10.25,Hold
77.65,NCS,"NCI Building Systems, Inc.",2.4,1,2,6,6,NCS,"NCI Building Systems, Inc.",9.24,Buy
77.63,CSCO,"Cisco Systems, Inc.",2.1,3,2,1.2,3,CSCO,"Cisco Systems, Inc.",14.21,Buy
77.62,CALD,"Callidus Software, Inc.",1.7,3,1,1,8,CALD,"Callidus Software, Inc.",7.51,Buy
77.62,ERI,"Eldorado Resorts, Inc.",2.2,3,1,1,8,ERI,"Eldorado Resorts, Inc.",20,Buy
77.54,SMTC,Semtech Corporation,1.7,3,1,2,5,SMTC,Semtech Corporation,11.95,Buy
77.52,WRK,Westrock Company,1.9,3,1,6,5,WRK,Westrock Company,14.27,Buy
77.51,NVDA,NVIDIA Corporation,2.4,1,2,2,2,NVDA,NVIDIA Corporation,-15.75,Buy
77.43,EBS,"Emergent Biosolutions, Inc.",1.8,3,1,6,5,EBS,"Emergent Biosolutions, Inc.",11.23,Buy
77.41,MGM,MGM Resorts International,1.7,3,1,6,5,MGM,MGM Resorts International,8.63,Buy
77.4,CZR,Caesars Entertainment Corporation,1.5,3,1,1,11,CZR,Caesars Entertainment Corporation,20.97,Buy
77.4,CNC,Centene Corporation,2.1,2,2,6,3,CNC,Centene Corporation,5.21,Buy
77.4,LLL,"L3 Technologies, Inc.",2.2,2,2,6,3,LLL,"L3 Technologies, Inc.",7.73,Buy
77.37,PWR,"Quanta Services, Inc.",2.1,2,2,6,6,PWR,"Quanta Services, Inc.",25.07,Buy
77.31,ALXN,"Alexion Pharmaceuticals, Inc.",1.9,3,1,1.7,6,ALXN,"Alexion Pharmaceuticals, Inc.",14.5,Buy
77.3,LILAK,Liberty Global plc,2,1,6,1.6,10,LILAK,Liberty Global plc,13.77,Buy
77.29,MSFT,Microsoft Corporation,2,3,2,1.5,2,MSFT,Microsoft Corporation,10.21,Buy
77.29,MDCO,The Medicines Company,1.9,3,1,2,9,MDCO,The Medicines Company,41.89,Buy
77.29,ABT,Abbott Laboratories,1.9,2,2,6,5,ABT,Abbott Laboratories,12.88,Buy
77.29,BAP,Credicorp Ltd.,2,2,1,6,7,BAP,Credicorp Ltd.,3.75,Buy
77.29,PF,"Pinnacle Foods, Inc.",1.7,3,1,6,5,PF,"Pinnacle Foods, Inc.",7.9,Buy
77.28,AAPL,Apple Inc.,2,6,2,1.8,5,AAPL,Apple Inc.,10.37,Buy
77.27,DST,"DST Systems, Inc.",1.6,3,2,6,5,DST,"DST Systems, Inc.",30.26,Buy
77.26,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",2,2,2,1,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",-0.88,Buy
77.26,XPER,Xperi Corporation,1.5,5,1,1,8,XPER,Xperi Corporation,67.23,Buy
77.22,KEP,Korea Electric Power Corporation,1,3,2,6,6,KEP,Korea Electric Power Corporation,21.68,Buy
77.21,GOOGL,Alphabet Inc.,1.9,3,1,1.8,5,GOOGL,Alphabet Inc.,9.67,Buy
77.21,VRNT,Verint Systems Inc.,2.3,1,2,2,8,VRNT,Verint Systems Inc.,19.65,Buy
77.16,SLAB,"Silicon Laboratories, Inc.",2.2,3,2,1,3,SLAB,"Silicon Laboratories, Inc.",8.45,Buy
77.14,BLDR,"Builders FirstSource, Inc.",1.7,4,1,1,7,BLDR,"Builders FirstSource, Inc.",22.5,Buy
77.14,DERM,"Dermira, Inc.",2,4,1,1,10,DERM,"Dermira, Inc.",66.12,Buy
77.13,EW,Edwards Lifesciences Corporation,2,2,2,6,4,EW,Edwards Lifesciences Corporation,7.78,Buy
77.11,SRE,Sempra Energy,2.1,2,2,6,3,SRE,Sempra Energy,3.5,Buy
77.11,TSO,Tesoro Corporation,1.8,3,1,6,5,TSO,Tesoro Corporation,9.33,Buy
77.1,ACCO,Acco Brands Corporation,2,3,2,6,5,ACCO,Acco Brands Corporation,39.24,Buy
77.1,FUN,"Cedar Fair, L.P.",1.6,3,1,6,6,FUN,"Cedar Fair, L.P.",10.92,Buy
77.1,ASGN,"On Assignment, Inc.",1.9,4,1,6,2,ASGN,"On Assignment, Inc.",16.76,Buy
77.06,V,Visa Inc.,1.9,3,1,3,1,V,Visa Inc.,11.95,Buy
77.03,ABY,Atlantica Yield plc,2.5,1,2,1,9,ABY,Atlantica Yield plc,5.07,Buy
77.03,GIB,"CGI Group, Inc.",2.4,2,2,6,2,GIB,"CGI Group, Inc.",3.82,Buy
77.02,AAOI,"Applied Optoelectronics, Inc.",2,1,2,2.3,5,AAOI,"Applied Optoelectronics, Inc.",-1.7,Buy
77.01,BWP,Boardwalk Pipeline Partners L.P.,2.3,2,2,6,6,BWP,Boardwalk Pipeline Partners L.P.,27.91,Buy
77,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),2,2,1,6,12,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),35.31,Buy
76.96,PLYA,Playa Hotels & Resorts N.V.,2.3,3,2,1,17,PLYA,Playa Hotels & Resorts N.V.,19.25,Buy
76.9,ARRY,Array BioPharma Inc.,1.8,4,1,1,11,ARRY,Array BioPharma Inc.,68.39,Buy
76.9,IAC,IAC/InterActiveCorp,1.8,3,1,1.4,7,IAC,IAC/InterActiveCorp,8.28,Buy
76.9,MSTR,MicroStrategy Incorporated,2.4,3,2,2,5,MSTR,MicroStrategy Incorporated,57.15,Buy
76.9,TIVO,TiVo Corporation,2.6,3,1,2,8,TIVO,TiVo Corporation,55.44,Buy
76.89,TMUS,"T-Mobile US, Inc.",2.1,3,2,1.5,3,TMUS,"T-Mobile US, Inc.",16.54,Buy
76.88,NPO,EnPro Industries,1.6,3,1,6,7,NPO,EnPro Industries,16.26,Buy
76.88,STE,STERIS plc,1.9,2,2,2,4,STE,STERIS plc,5.66,Buy
76.85,SUPN,"Supernus Pharmaceuticals, Inc.",2,3,2,1,5,SUPN,"Supernus Pharmaceuticals, Inc.",14.63,Buy
76.81,TSLX,"TPG Specialty Lending, Inc.",2.1,2,2,6,3,TSLX,"TPG Specialty Lending, Inc.",1.69,Buy
76.8,COUP,Coupa Software Incorporated,2.3,3,2,1,17,COUP,Coupa Software Incorporated,18.28,Buy
76.78,PRTA,Prothena Corporation plc,1.5,3,1,1,11,PRTA,Prothena Corporation plc,16.61,Buy
76.71,MRCY,Mercury Systems Inc,1.8,2,2,6,4,MRCY,Mercury Systems Inc,0.27,Buy
76.71,MINI,"Mobile Mini, Inc.",2.2,3,2,1,5,MINI,"Mobile Mini, Inc.",18.62,Buy
76.7,TSN,"Tyson Foods, Inc.",2.3,2,2,6,4,TSN,"Tyson Foods, Inc.",12.7,Buy
76.69,RP,"RealPage, Inc.",1.8,3,1,1.7,6,RP,"RealPage, Inc.",7.69,Buy
76.68,MTSI,"MACOM Technology Solutions Holdings, Inc.",1.9,3,1,1,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",5.93,Buy
76.68,IPHI,Inphi Corporation,1.8,3,1,6,8,IPHI,Inphi Corporation,26.74,Buy
76.66,ATVI,"Activision Blizzard, Inc",2,3,2,1.5,2,ATVI,"Activision Blizzard, Inc",5.78,Buy
76.64,DAR,Darling Ingredients Inc.,1.6,3,1,6,6,DAR,Darling Ingredients Inc.,8.17,Buy
76.64,KKR,KKR & Co. L.P.,2.1,2,2,6,5,KKR,KKR & Co. L.P.,13.99,Buy
76.62,LKQ,LKQ Corporation,1.6,3,2,1.7,3,LKQ,LKQ Corporation,7.15,Buy
76.58,LLY,Eli Lilly and Company,2.2,2,2,6,4,LLY,Eli Lilly and Company,9.51,Buy
76.57,IDTI,"Integrated Device Technology, Inc.",2.1,3,2,1,5,IDTI,"Integrated Device Technology, Inc.",15.16,Buy
76.57,FIX,"Comfort Systems USA, Inc.",1.8,3,2,6,4,FIX,"Comfort Systems USA, Inc.",24.44,Buy
76.56,BC,Brunswick Corporation,1.9,3,2,6,3,BC,Brunswick Corporation,20.18,Buy
76.53,GLNG,Golar LNG Limited,1.5,4,6,1,9,GLNG,Golar LNG Limited,52.09,Buy
76.51,EL,"Estee Lauder Companies, Inc. (The)",2,2,2,6,4,EL,"Estee Lauder Companies, Inc. (The)",4.04,Buy
76.48,ALE,"Allete, Inc.",2.3,2,2,6,3,ALE,"Allete, Inc.",4.73,Buy
76.48,EVH,"Evolent Health, Inc",1.4,3,1,6,9,EVH,"Evolent Health, Inc",22.2,Buy
76.48,GKOS,Glaukos Corporation,1.5,3,1,6,10,GKOS,Glaukos Corporation,31.35,Buy
76.47,CELG,Celgene Corporation,1.9,3,2,1.6,3,CELG,Celgene Corporation,11.11,Buy
76.43,PENN,"Penn National Gaming, Inc.",2.3,2,2,1,8,PENN,"Penn National Gaming, Inc.",14.2,Buy
76.4,EMN,Eastman Chemical Company,2.2,2,2,6,4,EMN,Eastman Chemical Company,8.39,Buy
76.37,FLIR,"FLIR Systems, Inc.",2.2,3,2,1,4,FLIR,"FLIR Systems, Inc.",9.59,Buy
76.31,FLEX,Flex Ltd.,1.7,4,1,1.8,4,FLEX,Flex Ltd.,16.64,Buy
76.31,SRPT,"Sarepta Therapeutics, Inc.",1.7,4,1,1,12,SRPT,"Sarepta Therapeutics, Inc.",56.82,Buy
76.3,CRUS,"Cirrus Logic, Inc.",2.1,3,2,2,2,CRUS,"Cirrus Logic, Inc.",18.24,Buy
76.22,CHGG,"Chegg, Inc.",1.8,2,1,6,8,CHGG,"Chegg, Inc.",-0.99,Buy
76.22,MC,Moelis & Company,2.2,2,2,6,3,MC,Moelis & Company,0.63,Buy
76.21,ICLR,ICON plc,2.1,2,2,2.3,2,ICLR,ICON plc,0.16,Buy
76.21,INXN,InterXion Holding N.V.,1.7,3,1,6,5,INXN,InterXion Holding N.V.,1.44,Buy
76.21,PBH,"Prestige Brand Holdings, Inc.",2,2,2,6,6,PBH,"Prestige Brand Holdings, Inc.",15.57,Buy
76.19,CLVS,"Clovis Oncology, Inc.",2,3,1,2,17,CLVS,"Clovis Oncology, Inc.",7.12,Buy
76.19,MAS,Masco Corporation,1.9,2,2,6,5,MAS,Masco Corporation,6.3,Buy
76.18,AAN,"Aaron&#39;s,  Inc.",2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",-13.76,Buy
76.17,TPRE,Third Point Reinsurance Ltd.,1.8,2,2,6,6,TPRE,Third Point Reinsurance Ltd.,10.34,Buy
76.15,ELY,Callaway Golf Company,1.8,3,1,6,7,ELY,Callaway Golf Company,16.88,Buy
76.13,B,"Barnes Group, Inc.",2.3,2,2,6,2,B,"Barnes Group, Inc.",-4.07,Buy
76.11,ACXM,Acxiom Corporation,1.7,3,1,2,8,ACXM,Acxiom Corporation,21.95,Buy
76.11,FRME,First Merchants Corporation,2.2,2,2,2,17,FRME,First Merchants Corporation,11.65,Buy
76.1,JBT,John Bean Technologies Corporation,1.9,3,2,6,2,JBT,John Bean Technologies Corporation,10.75,Buy
76.08,MB,"MINDBODY, Inc.",2.2,3,1,1,10,MB,"MINDBODY, Inc.",22.59,Buy
76.06,CACI,"CACI International, Inc.",2.1,2,2,6,5,CACI,"CACI International, Inc.",10.54,Buy
76.05,HAL,Halliburton Company,1.8,3,1,6,10,HAL,Halliburton Company,36.27,Buy
76,NKTR,Nektar Therapeutics,1.5,3,1,1,12,NKTR,Nektar Therapeutics,17.85,Buy
75.97,HRS,Harris Corporation,1.8,4,1,6,2,HRS,Harris Corporation,7.51,Buy
75.94,SNPS,"Synopsys, Inc.",1.9,3,2,1.7,3,SNPS,"Synopsys, Inc.",9.9,Buy
75.94,XPO,"XPO Logistics, Inc.",1.9,3,1,6,7,XPO,"XPO Logistics, Inc.",18.16,Buy
75.9,PBYI,Puma Biotechnology Inc,1.6,3,1,3,17,PBYI,Puma Biotechnology Inc,20.39,Buy
75.9,ESE,ESCO Technologies Inc.,2,3,2,6,1,ESE,ESCO Technologies Inc.,5.39,Buy
75.89,CCK,"Crown Holdings, Inc.",2.1,2,2,6,5,CCK,"Crown Holdings, Inc.",9.53,Buy
75.86,EFX,"Equifax, Inc.",1.9,3,2,6,1,EFX,"Equifax, Inc.",2.69,Buy
75.85,WY,Weyerhaeuser Company,2.1,2,2,6,5,WY,Weyerhaeuser Company,9.29,Buy
75.82,GBX,"Greenbrier Companies, Inc. (The)",2.3,2,2,6,5,GBX,"Greenbrier Companies, Inc. (The)",14.09,Buy
75.8,EDU,"New Oriental Education & Technology Group, Inc.",1.8,3,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",1.45,Buy
75.79,EXP,Eagle Materials Inc,2,3,2,6,5,EXP,Eagle Materials Inc,31.41,Buy
75.78,BWXT,"BWX Technologies, Inc.",1.9,3,1,6,5,BWXT,"BWX Technologies, Inc.",3.83,Buy
75.78,CCL,Carnival Corporation,2,3,2,6,1,CCL,Carnival Corporation,4.67,Buy
75.73,CSFL,"CenterState Banks, Inc.",2.2,2,2,3,2,CSFL,"CenterState Banks, Inc.",16.79,Buy
75.73,ITRI,"Itron, Inc.",1.9,3,2,1.5,3,ITRI,"Itron, Inc.",3.45,Buy
75.71,TEF,Telefonica SA,1,3,2,6,5,TEF,Telefonica SA,5.93,Buy
75.7,TVTY,"Tivity Health, Inc.",1.7,3,1,1,5,TVTY,"Tivity Health, Inc.",-1.64,
75.69,IBTX,"Independent Bank Group, Inc",2,4,2,1,3,IBTX,"Independent Bank Group, Inc",18.14,Buy
75.69,KALU,Kaiser Aluminum Corporation,2.5,2,2,1,6,KALU,Kaiser Aluminum Corporation,0.65,Buy
75.68,WBC,Wabco Holdings Inc.,2,2,2,6,5,WBC,Wabco Holdings Inc.,5.73,Buy
75.63,EA,Electronic Arts Inc.,1.9,3,2,1.8,2,EA,Electronic Arts Inc.,3.59,Buy
75.62,NTES,"NetEase, Inc.",2,2,2,2.5,3,NTES,"NetEase, Inc.",5.17,Buy
75.61,FANG,"Diamondback Energy, Inc.",1.9,3,1,1.8,8,FANG,"Diamondback Energy, Inc.",18.47,Buy
75.6,WWE,"World Wrestling Entertainment, Inc.",2.2,2,2,6,6,WWE,"World Wrestling Entertainment, Inc.",16.93,Buy
75.59,BGG,Briggs & Stratton Corporation,2,3,2,6,4,BGG,Briggs & Stratton Corporation,23.56,Buy
75.59,CRI,"Carter&#39;s, Inc.",1.8,3,2,6,5,CRI,"Carter&#39;s, Inc.",25.19,Buy
75.58,DHI,"D.R. Horton, Inc.",2.1,3,2,6,1,DHI,"D.R. Horton, Inc.",6,Buy
75.57,ROP,"Roper Technologies, Inc.",1.9,3,2,6,2,ROP,"Roper Technologies, Inc.",7.6,Buy
75.56,EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,4,1,2,6,8,EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,143.67,Buy
75.53,PLT,"Plantronics, Inc.",2.3,3,2,6,5,PLT,"Plantronics, Inc.",37.37,Buy
75.51,AAWW,Atlas Air Worldwide Holdings,2.2,3,2,1,5,AAWW,Atlas Air Worldwide Holdings,10.26,Buy
75.5,GZT,Gazit-Globe Ltd.,1.3,3,1,6,10,GZT,Gazit-Globe Ltd.,20.48,Buy
75.46,MIME,Mimecast Limited,1.8,3,1,1,10,MIME,Mimecast Limited,8.23,Buy
75.46,RDN,Radian Group Inc.,1.8,4,1,6,5,RDN,Radian Group Inc.,24.42,Buy
75.44,ATSG,"Air Transport Services Group, Inc",2.1,3,2,1,4,ATSG,"Air Transport Services Group, Inc",0.56,Buy
75.44,HEI,Heico Corporation,2.2,2,2,6,3,HEI,Heico Corporation,-4.04,Buy
75.43,PVH,PVH Corp.,2,2,2,6,5,PVH,PVH Corp.,4.22,Buy
75.43,RTN,Raytheon Company,1.7,3,2,6,2,RTN,Raytheon Company,1.73,Buy
75.39,A,"Agilent Technologies, Inc.",1.7,3,2,6,3,A,"Agilent Technologies, Inc.",8.19,Buy
75.39,ARMK,Aramark,2.2,3,1,6,5,ARMK,Aramark,9.03,Buy
75.35,VRNS,"Varonis Systems, Inc.",1.9,3,1,1,10,VRNS,"Varonis Systems, Inc.",9.92,Buy
75.35,ALLE,Allegion plc,2.1,2,2,6,5,ALLE,Allegion plc,6.27,Buy
75.33,DLB,Dolby Laboratories,1.8,3,2,6,3,DLB,Dolby Laboratories,10.33,Buy
75.29,LBRDK,Liberty Broadband Corporation,2,4,1,1,5,LBRDK,Liberty Broadband Corporation,3.71,Buy
75.29,BHLB,"Berkshire Hills Bancorp, Inc.",2.3,3,2,6,1,BHLB,"Berkshire Hills Bancorp, Inc.",9.23,Buy
75.29,CRM,Salesforce.com Inc,1.9,3,1,6,7,CRM,Salesforce.com Inc,14.21,Buy
75.25,GSM,Ferroglobe PLC,1.6,3,1,1,11,GSM,Ferroglobe PLC,8.44,Buy
75.24,FNSR,Finisar Corporation,1.8,5,1,1.5,5,FNSR,Finisar Corporation,35.83,Buy
75.24,AFG,"American Financial Group, Inc.",1.8,3,2,6,3,AFG,"American Financial Group, Inc.",9.79,Buy
75.2,BNCL,"Beneficial Bancorp, Inc.",2.3,1,2,1,4,BNCL,"Beneficial Bancorp, Inc.",3.9,Hold
75.2,CHU,China Unicom (Hong Kong) Ltd,1,2,2,6,10,CHU,China Unicom (Hong Kong) Ltd,11.22,Buy
75.19,ALK,"Alaska Air Group, Inc.",1.8,3,2,6,5,ALK,"Alaska Air Group, Inc.",22.8,Buy
75.19,SWK,"Stanley Black & Decker, Inc.",2.3,3,2,6,1,SWK,"Stanley Black & Decker, Inc.",8.66,Buy
75.16,BUFF,"Blue Buffalo Pet Products, Inc.",1.9,4,1,1.3,8,BUFF,"Blue Buffalo Pet Products, Inc.",27.81,Buy
75.15,APO,"Apollo Global Management, LLC",1.9,3,2,6,3,APO,"Apollo Global Management, LLC",11.75,Buy
75.14,MATX,"Matson, Inc.",2,3,2,6,7,MATX,"Matson, Inc.",40.85,Buy
75.07,OMAM,OM Asset Management plc,1.9,2,1,6,11,OMAM,OM Asset Management plc,14.56,Buy
75.06,PCLN,The Priceline Group Inc. ,2,3,2,1.5,3,PCLN,The Priceline Group Inc. ,1.28,Buy
75.06,DLPH,Delphi Automotive plc,1.9,3,2,6,3,DLPH,Delphi Automotive plc,11.17,Buy
75.05,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,2.6,1,2,3,3,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,3.69,Buy
75.05,FNB,F.N.B. Corporation,1.8,3,2,6,5,FNB,F.N.B. Corporation,21.95,Buy
75.05,VG,Vonage Holdings Corp.,1.5,4,1,6,7,VG,Vonage Holdings Corp.,27.82,Buy
75.03,ROCK,"Gibraltar Industries, Inc.",2,5,1,1,7,ROCK,"Gibraltar Industries, Inc.",40.23,Buy
75.02,SBAC,SBA Communications Corporation,2.1,1,2,2.3,8,SBAC,SBA Communications Corporation,6.8,Buy
75,CRTO,Criteo S.A.,2.1,3,2,1.5,5,CRTO,Criteo S.A.,16.69,Buy
74.96,GPK,Graphic Packaging Holding Company,2,4,1,6,4,GPK,Graphic Packaging Holding Company,19.77,Buy
74.9,BNFT,"Benefitfocus, Inc.",1.8,2,1,1.5,11,BNFT,"Benefitfocus, Inc.",-1.5,Buy
74.9,AAT,"American Assets Trust, Inc.",2.1,2,2,6,7,AAT,"American Assets Trust, Inc.",16.92,Buy
74.89,CY,Cypress Semiconductor Corporation,2.2,2,2,2,6,CY,Cypress Semiconductor Corporation,12.55,Buy
74.86,GWPH,GW Pharmaceuticals Plc,2.1,3,2,1,10,GWPH,GW Pharmaceuticals Plc,36.51,Buy
74.85,IRDM,Iridium Communications Inc,2,2,2,3,5,IRDM,Iridium Communications Inc,25.6,Buy
74.83,GXP,Great Plains Energy Inc,2.1,2,2,6,5,GXP,Great Plains Energy Inc,3.12,Buy
74.82,BECN,"Beacon Roofing Supply, Inc.",2.1,3,2,1.7,5,BECN,"Beacon Roofing Supply, Inc.",20.38,Buy
74.8,DOW,Dow Chemical Company (The),1.9,3,2,6,3,DOW,Dow Chemical Company (The),9.62,Buy
74.79,CNQ,Canadian Natural Resources Limited,1.7,3,1,6,9,CNQ,Canadian Natural Resources Limited,19.55,Buy
74.76,PTC,PTC Inc.,1.9,3,2,1,8,PTC,PTC Inc.,17.5,Buy
74.76,GWR,"Genesee & Wyoming, Inc.",2,2,2,6,7,GWR,"Genesee & Wyoming, Inc.",13.55,Buy
74.76,LVS,Las Vegas Sands Corp.,2.2,2,2,6,5,LVS,Las Vegas Sands Corp.,5.25,Buy
74.74,FCFS,"First Cash, Inc.",2,2,2,6,5,FCFS,"First Cash, Inc.",0.09,Buy
74.74,FCFS,"First Cash, Inc.",2,2,2,6,5,FCFS,"First Cash, Inc.",0.09,Buy
74.71,FOLD,"Amicus Therapeutics, Inc.",1.5,3,1,1,12,FOLD,"Amicus Therapeutics, Inc.",8.78,Buy
74.71,BPMC,Blueprint Medicines Corporation,1.6,3,1,1,10,BPMC,Blueprint Medicines Corporation,-2.02,Buy
74.7,BRKL,"Brookline Bancorp, Inc.",2.4,1,2,1,5,BRKL,"Brookline Bancorp, Inc.",9.59,Hold
74.7,VNOM,Viper Energy Partners LP,1.6,4,1,6,7,VNOM,Viper Energy Partners LP,28.21,Buy
74.7,NCR,NCR Corporation,1.9,3,2,6,5,NCR,NCR Corporation,22.36,Buy
74.69,ABM,ABM Industries Incorporated,2,2,2,6,3,ABM,ABM Industries Incorporated,11.76,Outperform
74.67,ARCC,Ares Capital Corporation,2,3,2,1,7,ARCC,Ares Capital Corporation,12.67,Buy
74.66,MMC,"Marsh & McLennan Companies, Inc.",2.2,3,2,6,1,MMC,"Marsh & McLennan Companies, Inc.",2.95,Buy
74.62,GOLD,Randgold Resources Limited,2,2,2,2.5,5,GOLD,Randgold Resources Limited,11.51,Buy
74.6,ARES,Ares Management L.P.,2,3,1,6,8,ARES,Ares Management L.P.,19.24,Buy
74.55,IOSP,Innospec Inc.,2.3,3,2,6,4,IOSP,Innospec Inc.,24.8,Buy
74.54,UHAL,Amerco,2,1,2,6,6,UHAL,Amerco,6.01,Outperform
74.52,SCHW,The Charles Schwab Corporation,2,3,2,6,3,SCHW,The Charles Schwab Corporation,10.46,Buy
